Imagen|Tipos de Daño|Piezas del Vehículo|Sugerencia
103.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1030.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1031.jpg|['Rotura']|['Rueda ']|['Reemplazar']
1032.jpg|['Rotura']|['Ventana delantera izquierda']|['Reemplazar']
1033.jpg|['Abolladura', 'Abolladura', 'Rotura', 'Rotura']|['Parachoques delantero', 'Guardabarros delantero derecho ', 'Faros derecho', 'Rueda ']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
1034.jpg|['Deformación', 'Rotura']|['Guardabarros delantero derecho ', 'Faros izquierdo']|['Reparar', 'Reemplazar']
1035.jpg|['Abolladura', 'Rotura']|['Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Reparar', 'Reemplazar']
1036.jpg|['Rotura']|['Rueda ']|['Reparar']
1037.jpg|['Rotura']|['Parabrisas trasero']|['Reemplazar']
1038.jpg|['Deformación', 'Rotura', 'Rotura']|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Reparar', 'Reemplazar', 'Reemplazar']
1039.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
104.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1040.jpg|['Abolladura', 'Abolladura', 'Rotura']|['Puerta delantera izquierda', 'Guardabarros delantero izquierdo ', 'Marco de las puertas']|['Reparar', 'Reparar', 'Reparar']
1041.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1042.jpg|['Rotura']|['Rueda ']|['Reparar']
1043.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1044.jpg|['Abolladura', 'Rotura']|['Guardabarros trasero izquierdo', 'Luz trasera izquierdo']|['Reparar', 'Reemplazar']
1045.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1046.jpg|['Abolladura', 'Rotura', 'Rotura']|['Guardabarros delantero derecho ', 'Espejo lateral derecho', 'Luz indicadora delantera derecha']|['Reparar', 'Reemplazar', 'Reemplazar']
1047.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1048.jpg|['Abolladura', 'Abolladura', 'Desprendimiento', 'Rotura']|['Guardabarros delantero izquierdo ', 'Marco de las puertas', 'Puerta delantera izquierda', 'Rueda ']|['Reparar', 'Reparar', 'Reemplazar', 'Reparar']
1049.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
105.jpg|['Rotura']|['Ventana delantera derecha']|['Reemplazar']
1050.jpg|['Rotura']|['Rueda ']|['Reparar']
1051.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1052.jpg|['Abolladura', 'Abolladura', 'Rotura']|['Parachoques trasero', 'Maletero', 'Luz trasera izquierdo']|['Reparar', 'Reparar', 'Reemplazar']
1053.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1054.jpg|['Abolladura', 'Deformación', 'Rotura', 'Rotura']|['Puerta delantera izquierda', 'Capó ', 'Espejo lateral izquierdo', 'Ventanilla trasera izquierda      ']|['Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
1055.jpg|['Abolladura', 'Deformación']|['Puerta delantera izquierda', 'Puerta trasera izquierda']|['Reparar', 'Reemplazar']
1056.jpg|['Abolladura', 'Desprendimiento']|['Capó ', 'Parachoques delantero']|['Reparar', 'Reemplazar']
1057.jpg|['Abolladura', 'Rotura']|['Parachoques delantero', 'Luz indicadora delantera izquierda']|['Reparar', 'Reemplazar']
1058.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1059.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
106.jpg|['Abolladura', 'Abolladura', 'Deformación']|['Guardabarros delantero derecho ', 'Marco de las puertas', 'Puerta delantera derecha']|['Reparar', 'Reparar', 'Reparar']
1060.jpg|['Rayón']|['Puerta trasera izquierda']|['Reparar']
1061.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1062.jpg|['Desprendimiento', 'Rotura', 'Rotura', 'Rotura', 'Rotura']|['Rejilla, parrilla', 'Parachoques delantero', 'Faros derecho', 'Faros izquierdo', 'Parabrisas delantero']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
1063.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1064.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1065.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1066.jpg|['Abolladura', 'Abolladura', 'Rotura']|['Techo ', 'Marco de la ventana', 'Parabrisas delantero']|['Reparar', 'Reparar', 'Reemplazar']
1067.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1068.jpg|['Abolladura', 'Desprendimiento']|['Guardabarros delantero derecho ', 'Moldura puerta delantera derecha']|['Reparar', 'Reemplazar']
1069.jpg|['Abolladura', 'Rotura']|['Parachoques delantero', 'Faros derecho']|['Reparar', 'Reemplazar']
107.jpg|['Rotura']|['Rueda ']|['Reparar']
1070.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1071.jpg|['Rotura']|['Luz trasera derecho']|['Reemplazar']
1072.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1073.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1074.jpg|['Deformación', 'Rotura']|['Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Reemplazar', 'Reemplazar']
1075.jpg|['Rayón', 'Rayón']|['Guardabarros delantero izquierdo ', 'Puerta delantera izquierda']|['Reparar', 'Reparar']
1076.jpg|['Rotura']|['Rueda ']|['Reparar']
1077.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1078.jpg|['Rotura']|['Rueda ']|['Reparar']
1079.jpg|['Rayón', 'Rotura']|['Parachoques trasero', 'Luz trasera derecho']|['Reparar', 'Reemplazar']
108.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1080.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1081.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1082.jpg|['Abolladura', 'Deformación', 'Deformación', 'Rotura']|['Capó ', 'Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
1083.jpg|['Rayón', 'Rayón']|['Parachoques trasero', 'Guardabarros trasero izquierdo']|['Reparar', 'Reparar']
1084.jpg|['Rotura']|['Luz trasera derecho']|['Reemplazar']
1085.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1086.jpg|['Abolladura', 'Abolladura', 'Rotura']|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Reparar', 'Reparar', 'Reemplazar']
1087.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1088.jpg|['Deformación', 'Desprendimiento', 'Rotura']|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Reparar', 'Reemplazar', 'Reemplazar']
1089.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
109.jpg|['Abolladura', 'Abolladura']|['Guardabarros trasero izquierdo', 'Marco de las puertas']|['Reparar', 'Reparar']
1090.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1091.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1092.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1093.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1094.jpg|['Rayón']|['Guardabarros delantero izquierdo ']|['Reparar']
1095.jpg|['Rotura']|['Ventana trasera derecha']|['Reemplazar']
1096.jpg|['Abolladura', 'Rotura']|['Capó ', 'Faros derecho']|['Reparar', 'Reemplazar']
1097.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1098.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1099.jpg|['Abolladura', 'Abolladura', 'Deformación']|['Marco de las puertas', 'Puerta trasera izquierda', 'Puerta delantera izquierda']|['Reparar', 'Reparar', 'Reemplazar']
11.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
110.jpg|['Rayón']|['Puerta delantera derecha']|['Reparar']
1100.jpg|['Abolladura', 'Abolladura', 'Rotura']|['Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Reparar', 'Reparar', 'Reemplazar']
1101.jpg|['Rotura']|['Parabrisas trasero']|['Reemplazar']
1102.jpg|['Desprendimiento', 'Rotura', 'Rotura', 'Rotura']|['Parachoques delantero', 'Parabrisas trasero', 'Faros derecho', 'Guardabarros delantero derecho ']|['Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
1103.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1104.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1105.jpg|['Rayón', 'Rotura']|['Parachoques trasero', 'Luz trasera izquierdo']|['Reparar', 'Reemplazar']
1106.jpg|['Rotura']|['Faros derecho']|['Reemplazar']
1107.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1108.jpg|['Abolladura', 'Abolladura', 'Desprendimiento', 'Desprendimiento']|['Guardabarros delantero izquierdo ', 'Puerta delantera izquierda', 'Rueda ', 'Parachoques delantero']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
1109.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
111.jpg|['Rayón', 'Rayón']|['Parachoques delantero', 'Guardabarros delantero derecho ']|['Reparar', 'Reparar']
1110.jpg|['Abolladura', 'Fractura']|['Guardabarros trasero derecho', 'Parachoques trasero']|['Reparar', 'Reparar']
1111.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1112.jpg|['Abolladura', 'Desprendimiento', 'Rotura']|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Reparar', 'Reparar', 'Reemplazar']
1113.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1114.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1115.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1116.jpg|['Rayón', 'Rotura']|['Parachoques delantero', 'Faros izquierdo']|['Reparar', 'Reemplazar']
1117.jpg|['Rayón', 'Rotura']|['Parachoques delantero', 'Faros derecho']|['Reparar', 'Reemplazar']
1118.jpg|['Rayón', 'Rayón']|['Guardabarros delantero izquierdo ', 'Puerta trasera izquierda']|['Reparar', 'Reparar']
1119.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
112.jpg|['Abolladura', 'Rayón']|['Marco de la ventana', 'Puerta trasera izquierda']|['Reparar', 'Reparar']
1120.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1121.jpg|['Abolladura', 'Abolladura']|['Guardabarros delantero izquierdo ', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar']
1122.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1123.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1124.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1125.jpg|['Rayón', 'Rayón']|['Guardabarros delantero derecho ', 'Puerta delantera derecha']|['Reparar', 'Reparar']
1126.jpg|['Abolladura', 'Abolladura']|['Techo ', 'Marco de la ventana']|['Reparar', 'Reparar']
1127.jpg|['Abolladura', 'Abolladura', 'Rayón']|['Guardabarros delantero derecho ', 'Guardabarros delantero derecho ', 'Parachoques delantero']|['Reparar', 'Reparar', 'Reparar']
1128.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1129.jpg|['Abolladura']|['Puerta delantera derecha']|['Reparar']
113.jpg|['Rotura', 'Rotura', 'Rotura']|['Faros izquierdo', 'Parachoques delantero', 'Antiniebla delantero izquierdo']|['Reemplazar', 'Reparar', 'Reemplazar']
1130.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1131.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
1132.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1133.jpg|['Abolladura']|['Maletero']|['Reparar']
1134.jpg|['Rotura']|['Rueda ']|['Reparar']
1135.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1136.jpg|['Abolladura', 'Deformación', 'Deformación']|['Guardabarros trasero izquierdo', 'Puerta trasera izquierda', 'Marco de las puertas']|['Reparar', 'Reemplazar', 'Reparar']
1137.jpg|['Rayón']|['Guardabarros trasero izquierdo']|['Reparar']
1138.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1139.jpg|['Abolladura']|['Maletero']|['Reparar']
114.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1140.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1141.jpg|['Rotura']|['Ventana delantera derecha']|['Reemplazar']
1142.jpg|['Rotura']|['Rueda ']|['Reparar']
1143.jpg|['Rotura', 'Rotura']|['Parachoques trasero', 'Guardabarros trasero derecho']|['Reparar', 'Reparar']
1144.jpg|['Abolladura', 'Abolladura']|['Puerta trasera derecha', 'Puerta delantera derecha']|['Reparar', 'Reparar']
1145.jpg|['Abolladura', 'Deformación', 'Rotura']|['Puerta delantera derecha', 'Guardabarros delantero derecho ', 'Parabrisas delantero']|['Reparar', 'Reparar', 'Reemplazar']
115.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
116.jpg|['Rotura', 'Rotura']|['Luz trasera izquierdo', 'Parachoques trasero']|['Reemplazar', 'Reemplazar']
117.jpg|['Deformación', 'Desprendimiento', 'Rotura']|['Guardabarros trasero derecho', 'Parachoques trasero', 'Luz trasera derecho']|['Reparar', 'Reparar', 'Reemplazar']
118.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
119.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
12.jpg|['Rotura']|['Faros derecho']|['Reemplazar']
120.jpg|['Abolladura', 'Rayón']|['Guardabarros trasero derecho', 'Parachoques trasero']|['Reparar', 'Reparar']
121.jpg|['Rotura']|['Faros izquierdo']|['Reemplazar']
122.jpg|['Abolladura', 'Abolladura', 'Deformación', 'Rotura']|['Parachoques delantero', 'Guardabarros delantero derecho ', 'Capó ', 'Faros derecho']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
123.jpg|['Abolladura']|['Guardabarros delantero derecho ']|['Reparar']
124.jpg|['Rotura']|['Ventana delantera izquierda']|['Reemplazar']
125.jpg|['Rotura']|['Ventana delantera derecha']|['Reemplazar']
126.jpg|['Deformación']|['Capó ']|['Reemplazar']
127.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
128.jpg|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura']|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Capó ', 'Faros izquierdo']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
129.jpg|['Rotura']|['Parachoques delantero']|['Reparar']
13.jpg|['Rotura']|['Faros izquierdo']|['Reemplazar']
130.jpg|['Abolladura', 'Abolladura']|['Puerta delantera izquierda', 'Marco de las puertas']|['Reparar', 'Reparar']
131.jpg|['Rayón']|['Puerta delantera derecha']|['Reparar']
132.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
133.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
134.jpg|['Rayón']|['Parabrisas trasero']|['Reparar']
135.jpg|['Abolladura', 'Deformación', 'Rotura']|['Parachoques trasero', 'Guardabarros trasero izquierdo', 'Luz trasera izquierdo']|['Reparar', 'Reparar', 'Reemplazar']
136.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
137.jpg|['Rotura']|['Parachoques delantero']|['Reparar']
138.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
139.jpg|['Abolladura']|['Guardabarros delantero derecho ']|['Reparar']
14.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
140.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
141.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
142.jpg|['Abolladura', 'Abolladura', 'Fractura', 'Rotura']|['Guardabarros delantero izquierdo ', 'Capó ', 'Parachoques delantero', 'Faros izquierdo']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
143.jpg|['Rotura']|['Ventanilla trasera izquierda      ']|['Reemplazar']
144.jpg|['Rotura']|['Faros derecho']|['Reemplazar']
145.jpg|['Rayón', 'Rayón']|['Puerta trasera izquierda', 'Guardabarros trasero izquierdo']|['Reparar', 'Reparar']
146.jpg|['Rayón']|['Guardabarros trasero izquierdo']|['Reparar']
147.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
148.jpg|['Rotura']|['Rueda ']|['Reparar']
149.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
15.jpg|['Rotura', 'Rotura', 'Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero', 'Guardabarros delantero derecho ', 'Luz indicadora delantera derecha']|['Reemplazar', 'Reparar', 'Reparar', 'Reemplazar']
150.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
151.jpg|['Abolladura']|['Guardabarros delantero izquierdo ']|['Reparar']
152.jpg|['Rayón', 'Rayón']|['Puerta trasera izquierda', 'Guardabarros trasero izquierdo']|['Reparar', 'Reparar']
153.jpg|['Abolladura', 'Deformación', 'Desprendimiento', 'Rotura']|['Capó ', 'Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Reparar', 'Reemplazar', 'Reparar', 'Reemplazar']
154.jpg|['Abolladura', 'Abolladura', 'Deformación']|['Puerta delantera izquierda', 'Marco de las puertas', 'Guardabarros delantero derecho ']|['Reparar', 'Reparar', 'Reemplazar']
155.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
156.jpg|['Rotura']|['Rueda ']|['Reparar']
157.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
158.jpg|['Desprendimiento', 'Rotura']|['Parachoques delantero', 'Faros derecho']|['Reparar', 'Reemplazar']
159.jpg|['Rotura']|['Rueda ']|['Reparar']
16.jpg|['Abolladura']|['Guardabarros delantero derecho ']|['Reparar']
160.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
161.jpg|['Abolladura', 'Abolladura']|['Puerta trasera derecha', 'Guardabarros trasero derecho']|['Reparar', 'Reparar']
162.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
163.jpg|['Abolladura']|['Puerta trasera derecha']|['Reparar']
164.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
165.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
166.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
167.jpg|['Rotura']|['Ventana delantera izquierda']|['Reemplazar']
168.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
169.jpg|['Abolladura']|['Maletero']|['Reparar']
17.jpg|['Rayón', 'Rayón']|['Puerta trasera derecha', 'Guardabarros trasero derecho']|['Reparar', 'Reparar']
170.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
171.jpg|['Rotura']|['Ventana delantera izquierda']|['Reemplazar']
172.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
173.jpg|['Deformación', 'Rotura', 'Rotura', 'Rotura']|['Capó ', 'Parachoques delantero', 'Faros izquierdo', 'Rejilla, parrilla']|['Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
174.jpg|['Abolladura', 'Rayón', 'Rotura']|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Rueda ']|['Reparar', 'Reparar', 'Reparar']
175.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
176.jpg|['Deformación', 'Desprendimiento', 'Desprendimiento', 'Desprendimiento']|['Capó ', 'Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Rejilla, parrilla']|['Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
177.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
178.jpg|['Abolladura', 'Abolladura', 'Abolladura', 'Abolladura']|['Puerta trasera izquierda', 'Marco de las puertas', 'Guardabarros trasero izquierdo', 'Parachoques trasero']|['Reparar', 'Reparar', 'Reparar', 'Reparar']
179.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
18.jpg|['Rotura', 'Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero', 'Luz indicadora delantera derecha']|['Reemplazar', 'Reemplazar', 'Reemplazar']
180.jpg|['Rotura']|['Faros izquierdo']|['Reemplazar']
181.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
182.jpg|['Desprendimiento', 'Rayón']|['Parachoques delantero', 'Capó ']|['Reemplazar', 'Reparar']
183.jpg|['Abolladura']|['Guardabarros delantero derecho ']|['Reparar']
184.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
185.jpg|['Abolladura', 'Rayón']|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Reparar', 'Reparar']
186.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
187.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
188.jpg|['Rotura']|['Rueda ']|['Reparar']
189.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
19.jpg|['Rotura']|['Parabrisas trasero']|['Reemplazar']
190.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
191.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
192.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
193.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
194.jpg|['Abolladura']|['Puerta delantera derecha']|['Reparar']
195.jpg|['Abolladura', 'Deformación', 'Rotura']|['Capó ', 'Techo ', 'Parabrisas delantero']|['Reparar', 'Reparar', 'Reemplazar']
196.jpg|['Deformación', 'Fractura', 'Fractura']|['Capó ', 'Parachoques delantero', 'Rejilla, parrilla']|['Reparar', 'Reemplazar', 'Reemplazar']
197.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
198.jpg|['Abolladura', 'Abolladura']|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Reparar', 'Reparar']
199.jpg|['Rayón']|['Puerta delantera izquierda']|['Reparar']
2.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
20.jpg|['Abolladura', 'Abolladura', 'Abolladura']|['Puerta delantera izquierda', 'Guardabarros delantero izquierdo ', 'Marco de las puertas']|['Reparar', 'Reparar', 'Reparar']
200.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
201.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
202.jpg|['Rotura']|['Luz trasera derecho']|['Reemplazar']
203.jpg|['Abolladura']|['Maletero']|['Reparar']
204.jpg|['Rayón']|['Maletero']|['Reparar']
205.jpg|['Deformación']|['Puerta delantera izquierda']|['Reemplazar']
206.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
207.jpg|['Rayón']|['Guardabarros delantero izquierdo ']|['Reparar']
208.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
209.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
21.jpg|['Abolladura', 'Abolladura', 'Desprendimiento', 'Rotura']|['Guardabarros delantero derecho ', 'Capó ', 'Parachoques delantero', 'Faros derecho']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
210.jpg|['Rayón', 'Rayón']|['Guardabarros trasero izquierdo', 'Parachoques trasero']|['Reparar', 'Reparar']
211.jpg|['Abolladura', 'Desprendimiento']|['Parachoques delantero', 'Guardabarros delantero derecho ']|['Reparar', 'Reparar']
212.jpg|['Rotura']|['Ventana trasera derecha']|['Reemplazar']
213.jpg|['Deformación']|['Puerta delantera izquierda']|['Reemplazar']
214.jpg|['Rotura']|['Luz trasera izquierdo']|['Reemplazar']
215.jpg|['Abolladura']|['Puerta delantera izquierda']|['Reparar']
216.jpg|['Abolladura']|['Maletero']|['Reparar']
217.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
218.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
219.jpg|['Abolladura', 'Deformación', 'Deformación']|['Puerta trasera izquierda', 'Puerta delantera izquierda', 'Marco de las puertas']|['Reparar', 'Reemplazar', 'Reparar']
22.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
220.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
221.jpg|['Desprendimiento', 'Rotura']|['Guardabarros delantero izquierdo ', 'Rueda ']|['Reemplazar', 'Reemplazar']
222.jpg|['Abolladura']|['Puerta delantera izquierda']|['Reparar']
223.jpg|['Rayón']|['Puerta delantera derecha']|['Reparar']
224.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
225.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
